93	3	5	516	S
93	7	8	66	S
93	9	8	106	S
93	8	1	6	S
93	5	3	276	S
93	6	8	396	S
93	0	6	1046	S
94	1	4	3046	S
94	4	8	66	S
94	2	3	1061	S
94	3	8	106	S
94	7	2	2451	S
94	9	3	46	S
94	8	3	126	S
94	5	8	221	S
94	6	8	2996	S
94	0	9	1036	S
95	1	4	2296	S
95	4	8	191	S
95	2	0	311	S
95	3	5	2661	S
95	7	2	576	S
95	9	8	216	S
95	8	4	76	S
95	5	8	126	S
95	6	5	386	S
95	0	1	731	S
96	1	8	2121	S
96	4	7	2111	S
96	2	3	1206	S
96	3	9	5091	S
96	7	2	146	S
96	9	4	286	S
96	8	3	346	S
96	5	3	1251	S
96	6	5	1571	S
96	0	6	2486	S
97	1	8	926	S
97	4	9	1131	S
97	2	8	436	S
97	3	8	486	S
97	7	8	56	S
97	9	4	21	S
97	8	2	176	S
97	5	3	1206	S
97	6	8	151	S
97	0	6	276	S
98	1	4	1071	S
98	4	9	366	S
98	2	3	796	S
98	3	8	666	S
98	7	8	461	S
98	9	4	636	S
98	8	3	466	S
98	5	3	1546	S
98	6	8	436	S
98	0	2	2721	S
99	1	4	541	S
99	2	8	691	S
99	4	9	466	S
99	3	8	536	S
99	7	9	436	S
99	9	4	131	S
99	5	9	616	S
99	8	2	376	S
99	6	5	316	S
99	0	6	1771	S
100	1	8	446	S
100	2	7	4346	S
100	4	9	401	S
100	3	5	6	S
100	7	3	116	S
100	9	7	161	S
100	8	6	646	S
100	5	6	171	S
100	6	0	4451	S
100	0	0	10001	B
101	1	4	801	S
101	2	7	2751	S
101	4	1	946	S
101	3	8	76	S
101	7	8	31	S
101	9	8	146	S
101	8	0	416	S
101	5	8	166	S
101	6	1	6	S
101	0	6	2201	S
102	1	4	2286	S
102	4	9	551	S
102	2	3	481	S
102	3	5	601	S
102	7	3	6	S
102	9	8	146	S
102	8	9	191	S
102	5	3	861	S
102	6	8	11	S
102	0	9	2971	S
103	1	7	851	S
103	4	8	1576	S
103	2	0	1891	S
103	3	0	96	S
103	7	9	116	S
103	9	4	281	S
103	5	8	556	S
103	8	9	6896	S
103	6	8	746	S
103	0	9	136	S
104	1	4	611	S
104	2	7	856	S
104	4	8	271	S
104	3	8	51	S
104	7	9	1266	S
104	9	8	51	S
104	5	8	186	S
104	8	3	3136	S
104	6	5	536	S
104	0	9	2711	S
105	1	7	1166	S
105	2	3	21	S
105	4	9	851	S
105	3	2	31	S
105	7	2	381	S
105	9	8	91	S
105	5	8	46	S
105	8	3	456	S
105	6	8	196	S
105	0	8	2266	S
106	1	7	441	S
106	2	0	6	S
106	4	8	71	S
106	3	8	1506	S
106	7	9	266	S
106	9	4	626	S
106	5	8	891	S
106	8	9	2566	S
106	6	3	326	S
106	0	6	9621	S
107	1	8	1436	S
107	2	0	6	S
107	4	1	1791	S
107	3	8	156	S
107	7	9	571	S
107	9	8	126	S
107	8	1	191	S
107	5	8	531	S
107	6	8	366	S
107	0	6	841	S
108	1	8	2021	S
108	2	3	2301	S
108	4	9	41	S
108	3	5	1296	S
108	7	3	911	S
108	9	4	496	S
108	8	6	616	S
108	5	8	516	S
108	6	4	71	S
108	0	6	641	S
109	1	4	1986	S
109	4	8	586	S
109	2	8	3706	S
109	3	5	1356	S
109	7	2	921	S
109	9	4	501	S
109	8	3	456	S
109	5	8	331	S
109	0	4	1291	S
109	6	5	1171	S
110	1	3	61	S
110	2	0	226	S
110	4	9	251	S
110	3	9	26	S
110	7	2	271	S
110	9	4	356	S
110	8	6	4996	S
110	5	6	191	S
110	6	5	626	S
110	0	6	3691	S
111	1	7	906	S
111	2	3	1746	S
111	4	1	841	S
111	3	8	876	S
111	7	8	246	S
111	9	8	241	S
111	8	3	491	S
111	5	8	346	S
111	6	8	11	S
111	0	0	10001	B
112	1	8	641	S
112	2	8	281	S
112	4	7	1446	S
112	3	8	421	S
112	7	9	126	S
112	9	4	91	S
112	8	6	1606	S
112	5	8	16	S
112	6	5	2621	S
112	0	0	10001	B
113	1	4	1271	S
113	2	1	11	S
113	4	8	521	S
113	3	9	381	S
113	7	9	526	S
113	9	1	181	S
113	8	6	466	S
113	5	3	581	S
113	6	0	4181	S
113	0	0	10001	B
114	1	4	956	S
114	2	0	6	S
114	4	9	601	S
114	3	5	31	S
114	7	2	716	S
114	9	3	46	S
114	8	2	1316	S
114	5	0	91	S
114	6	0	161	S
114	0	9	1776	S
115	1	4	1361	S
115	2	8	1081	S
115	4	9	151	S
115	3	4	456	S
115	7	3	626	S
115	9	4	6	S
115	8	5	1021	S
115	5	3	1096	S
115	6	4	1131	S
115	0	2	5041	S
116	1	8	1021	S
116	2	3	151	S
116	4	1	861	S
116	3	5	1511	S
116	7	2	86	S
116	9	2	6	S
116	8	9	9751	S
116	5	3	141	S
116	6	0	4051	S
116	0	1	431	S
117	1	6	61	S
117	2	1	1046	S
117	4	9	206	S
117	3	5	611	S
117	7	8	6	S
117	9	8	1081	S
117	8	2	1181	S
117	5	7	6	S
117	6	8	571	S
117	0	9	1426	S
118	1	4	466	S
118	2	7	1201	S
118	4	9	1571	S
118	3	8	666	S
118	7	4	276	S
118	9	4	721	S
118	8	6	531	S
118	5	8	56	S
118	6	4	601	S
118	0	8	236	S
119	1	7	406	S
119	2	3	586	S
119	4	9	951	S
119	3	8	11	S
119	7	9	1026	S
119	9	8	186	S
119	8	3	521	S
119	5	8	196	S
119	6	0	1206	S
119	0	7	7891	S
120	1	4	1296	S
120	2	0	1341	S
120	4	7	2226	S
120	3	8	466	S
120	7	9	421	S
120	9	4	561	S
120	8	3	386	S
120	5	3	221	S
120	6	8	1056	S
120	0	9	1011	S
121	1	2	631	S
121	2	0	41	S
121	4	9	111	S
121	3	7	281	S
121	7	9	776	S
121	9	4	3091	S
121	8	0	6	S
121	5	8	571	S
121	6	3	811	S
121	0	7	3396	S
122	1	8	1191	S
122	2	3	8691	S
122	4	8	901	S
122	3	5	1291	S
122	7	9	2026	S
122	9	4	226	S
122	8	3	201	S
122	5	6	136	S
122	6	8	201	S
122	0	1	331	S
123	1	4	1566	S
123	2	8	441	S
123	4	6	6	S
123	3	5	371	S
123	7	3	191	S
123	9	4	86	S
123	8	1	296	S
123	5	8	1886	S
123	6	0	36	S
123	0	9	9676	S
124	1	4	706	S
124	2	3	216	S
124	4	8	321	S
124	3	8	171	S
124	7	2	51	S
124	9	8	121	S
124	8	2	261	S
124	5	6	46	S
124	6	0	1391	S
124	0	9	331	S
125	1	4	901	S
125	2	8	1116	S
125	4	9	586	S
125	3	8	441	S
125	7	9	101	S
125	9	4	651	S
125	8	9	1746	S
125	5	3	16	S
125	6	4	626	S
125	0	6	1826	S
126	1	4	656	S
126	2	3	341	S
126	4	1	1201	S
126	3	2	391	S
126	7	2	6	S
126	9	4	101	S
126	8	2	171	S
126	5	8	161	S
126	6	0	936	S
126	0	9	3421	S
127	1	8	1051	S
127	2	0	816	S
127	4	9	431	S
127	3	8	4731	S
127	7	1	986	S
127	8	3	601	S
127	9	4	161	S
127	5	8	126	S
127	6	0	281	S
127	0	6	4491	S
128	1	8	5976	S
128	2	1	121	S
128	4	7	1461	S
128	3	8	316	S
128	7	1	786	S
128	9	8	51	S
128	8	6	3056	S
128	5	3	571	S
128	6	8	351	S
128	0	8	736	S
129	1	8	651	S
129	2	7	1381	S
129	4	7	466	S
129	3	8	231	S
129	7	1	6	S
129	8	2	371	S
129	9	4	231	S
129	5	6	16	S
129	6	8	381	S
129	0	6	1781	S
130	1	4	1341	S
130	4	9	1106	S
130	2	3	1016	S
130	3	5	166	S
130	7	3	1026	S
130	8	3	501	S
130	9	4	6	S
130	5	8	156	S
130	6	4	3246	S
130	0	2	2806	S
131	1	4	4536	S
131	4	8	516	S
131	2	1	1161	S
131	3	8	176	S
131	7	2	31	S
131	8	6	231	S
131	9	4	336	S
131	5	3	196	S
131	0	7	2426	S
131	6	8	721	S
132	1	4	876	S
132	4	9	1081	S
132	2	1	41	S
132	3	8	1826	S
132	7	9	416	S
132	9	3	741	S
132	8	6	6	S
132	5	3	236	S
132	6	0	901	S
132	0	7	1171	S
133	1	4	1401	S
133	4	8	591	S
133	2	3	196	S
133	3	8	1946	S
133	7	2	101	S
133	9	7	291	S
133	8	1	101	S
133	5	3	1096	S
133	0	6	1341	S
133	6	4	76	S
134	1	8	851	S
134	4	7	701	S
134	2	3	2916	S
134	3	5	6	S
134	7	8	11	S
134	9	4	56	S
134	8	2	116	S
134	5	8	671	S
134	0	6	186	S
134	6	4	1626	S
135	1	4	451	S
135	4	6	16	S
135	2	1	1086	S
135	3	8	1261	S
135	7	9	206	S
135	9	4	126	S
135	8	3	1406	S
135	5	3	621	S
135	6	3	551	S
